number,effect_name,batch_guess,family_guess,output_path,flat_browse_path,file_size_mb,marked_status,rating,notes
542,macro_cave_v07_physical_family,W_476_600_FAMILY_EXPANSION,macro_cave,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/542__macro_cave_v07_physical_family.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_542__macro_cave_v07_physical_family.mp4,33.84,,,
543,terrain_relief_v07_physical_family,W_476_600_FAMILY_EXPANSION,terrain_relief,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/543__terrain_relief_v07_physical_family.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_543__terrain_relief_v07_physical_family.mp4,14.15,,,
544,liquid_refraction_v07_physical_family,W_476_600_FAMILY_EXPANSION,liquid_refraction,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/544__liquid_refraction_v07_physical_family.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_544__liquid_refraction_v07_physical_family.mp4,25.11,,,
545,erosion_excavation_v07_physical_family,W_476_600_FAMILY_EXPANSION,erosion_excavation,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/545__erosion_excavation_v07_physical_family.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_545__erosion_excavation_v07_physical_family.mp4,5.84,,,
546,scan_waterfall_v07_physical_family,W_476_600_FAMILY_EXPANSION,scan_waterfall,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/546__scan_waterfall_v07_physical_family.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_546__scan_waterfall_v07_physical_family.mp4,20.29,,,
547,cloth_smear_v07_physical_family,W_476_600_FAMILY_EXPANSION,cloth_smear,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/547__cloth_smear_v07_physical_family.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_547__cloth_smear_v07_physical_family.mp4,32.49,,,
548,shadow_contour_v07_physical_family,W_476_600_FAMILY_EXPANSION,shadow_contour,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/548__shadow_contour_v07_physical_family.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_548__shadow_contour_v07_physical_family.mp4,16.0,,,
549,dust_organism_v07_physical_family,W_476_600_FAMILY_EXPANSION,shadow_contour,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/549__dust_organism_v07_physical_family.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_549__dust_organism_v07_physical_family.mp4,7.9,,,
550,fog_glass_bloom_v07_physical_family,W_476_600_FAMILY_EXPANSION,cloth_smear,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/550__fog_glass_bloom_v07_physical_family.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_550__fog_glass_bloom_v07_physical_family.mp4,3.89,,,
551,compression_material_v07_physical_family,W_476_600_FAMILY_EXPANSION,compression_material,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/551__compression_material_v07_physical_family.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_551__compression_material_v07_physical_family.mp4,5.18,,,
552,hybrid_physical_v07_physical_family,W_476_600_FAMILY_EXPANSION,hybrid_composite,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/552__hybrid_physical_v07_physical_family.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_552__hybrid_physical_v07_physical_family.mp4,62.42,,,
553,macro_cave_v08_physical_family,W_476_600_FAMILY_EXPANSION,macro_cave,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/553__macro_cave_v08_physical_family.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_553__macro_cave_v08_physical_family.mp4,32.67,,,
554,terrain_relief_v08_physical_family,W_476_600_FAMILY_EXPANSION,terrain_relief,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/554__terrain_relief_v08_physical_family.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_554__terrain_relief_v08_physical_family.mp4,7.44,,,
555,liquid_refraction_v08_physical_family,W_476_600_FAMILY_EXPANSION,liquid_refraction,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/555__liquid_refraction_v08_physical_family.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_555__liquid_refraction_v08_physical_family.mp4,8.06,,,
556,erosion_excavation_v08_physical_family,W_476_600_FAMILY_EXPANSION,erosion_excavation,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/556__erosion_excavation_v08_physical_family.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_556__erosion_excavation_v08_physical_family.mp4,5.54,,,
557,scan_waterfall_v08_physical_family,W_476_600_FAMILY_EXPANSION,scan_waterfall,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/557__scan_waterfall_v08_physical_family.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_557__scan_waterfall_v08_physical_family.mp4,18.67,,,
558,cloth_smear_v08_physical_family,W_476_600_FAMILY_EXPANSION,cloth_smear,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/558__cloth_smear_v08_physical_family.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_558__cloth_smear_v08_physical_family.mp4,5.4,,,
559,shadow_contour_v08_physical_family,W_476_600_FAMILY_EXPANSION,shadow_contour,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/559__shadow_contour_v08_physical_family.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_559__shadow_contour_v08_physical_family.mp4,0.94,,,
560,dust_organism_v08_physical_family,W_476_600_FAMILY_EXPANSION,shadow_contour,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/560__dust_organism_v08_physical_family.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_560__dust_organism_v08_physical_family.mp4,19.82,,,
561,fog_glass_bloom_v08_physical_family,W_476_600_FAMILY_EXPANSION,cloth_smear,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/561__fog_glass_bloom_v08_physical_family.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_561__fog_glass_bloom_v08_physical_family.mp4,18.14,,,
562,compression_material_v08_physical_family,W_476_600_FAMILY_EXPANSION,compression_material,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/562__compression_material_v08_physical_family.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_562__compression_material_v08_physical_family.mp4,8.05,,,
563,hybrid_physical_v08_physical_family,W_476_600_FAMILY_EXPANSION,hybrid_composite,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/563__hybrid_physical_v08_physical_family.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_563__hybrid_physical_v08_physical_family.mp4,3.52,,,
564,macro_cave_v09_physical_family,W_476_600_FAMILY_EXPANSION,macro_cave,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/564__macro_cave_v09_physical_family.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_564__macro_cave_v09_physical_family.mp4,37.81,,,
